Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2011-08-13 00:00:00.000,20110813,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",7,"Saturday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2011-08-14 00:00:00.000,20110814,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",1,"Sunday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2011-08-20 00:00:00.000,20110820,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",7,"Saturday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2011-08-21 00:00:00.000,20110821,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",1,"Sunday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2011-08-27 00:00:00.000,20110827,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",7,"Saturday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2011-08-28 00:00:00.000,20110828,2011,"CY 2011",20113,"Q3-2011",201108,"August 2011",8,"August",1,"Sunday",2012,"FY 2012",1,"Q1",20121,"Q1-2012",2,"August","WeekEnd",0,"None","Back to School","Back to School","None"
2005-08-01 00:00:00.000,20050801,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",2,"Monday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-02 00:00:00.000,20050802,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",3,"Tuesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-03 00:00:00.000,20050803,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-04 00:00:00.000,20050804,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-05 00:00:00.000,20050805,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",6,"Friday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-08 00:00:00.000,20050808,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",2,"Monday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-09 00:00:00.000,20050809,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",3,"Tuesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-10 00:00:00.000,20050810,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-11 00:00:00.000,20050811,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-12 00:00:00.000,20050812,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",6,"Friday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-15 00:00:00.000,20050815,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",2,"Monday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-16 00:00:00.000,20050816,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",3,"Tuesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-17 00:00:00.000,20050817,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-18 00:00:00.000,20050818,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-19 00:00:00.000,20050819,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",6,"Friday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-22 00:00:00.000,20050822,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",2,"Monday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-23 00:00:00.000,20050823,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",3,"Tuesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-24 00:00:00.000,20050824,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-25 00:00:00.000,20050825,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",5,"Thursday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-26 00:00:00.000,20050826,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",6,"Friday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-29 00:00:00.000,20050829,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",2,"Monday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-30 00:00:00.000,20050830,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",3,"Tuesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2005-08-31 00:00:00.000,20050831,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",4,"Wednesday",2006,"FY 2006",1,"Q1",20061,"Q1-2006",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-01 00:00:00.000,20060801,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",3,"Tuesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-02 00:00:00.000,20060802,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-03 00:00:00.000,20060803,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-04 00:00:00.000,20060804,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",6,"Friday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-07 00:00:00.000,20060807,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",2,"Monday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-08 00:00:00.000,20060808,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",3,"Tuesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-09 00:00:00.000,20060809,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-10 00:00:00.000,20060810,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-11 00:00:00.000,20060811,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",6,"Friday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-14 00:00:00.000,20060814,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",2,"Monday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-15 00:00:00.000,20060815,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",3,"Tuesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-16 00:00:00.000,20060816,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-17 00:00:00.000,20060817,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-18 00:00:00.000,20060818,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",6,"Friday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-21 00:00:00.000,20060821,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",2,"Monday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-22 00:00:00.000,20060822,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",3,"Tuesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-23 00:00:00.000,20060823,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-24 00:00:00.000,20060824,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-25 00:00:00.000,20060825,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",6,"Friday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-28 00:00:00.000,20060828,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",2,"Monday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-29 00:00:00.000,20060829,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",3,"Tuesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-30 00:00:00.000,20060830,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",4,"Wednesday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2006-08-31 00:00:00.000,20060831,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",5,"Thursday",2007,"FY 2007",1,"Q1",20071,"Q1-2007",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-01 00:00:00.000,20070801,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",4,"Wednesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-02 00:00:00.000,20070802,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-03 00:00:00.000,20070803,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",6,"Friday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-06 00:00:00.000,20070806,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",2,"Monday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-07 00:00:00.000,20070807,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",3,"Tuesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-08 00:00:00.000,20070808,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",4,"Wednesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-09 00:00:00.000,20070809,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-10 00:00:00.000,20070810,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",6,"Friday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-13 00:00:00.000,20070813,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",2,"Monday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-14 00:00:00.000,20070814,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",3,"Tuesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-15 00:00:00.000,20070815,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",4,"Wednesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-16 00:00:00.000,20070816,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-17 00:00:00.000,20070817,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",6,"Friday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-20 00:00:00.000,20070820,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",2,"Monday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-21 00:00:00.000,20070821,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",3,"Tuesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-22 00:00:00.000,20070822,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",4,"Wednesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-23 00:00:00.000,20070823,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-24 00:00:00.000,20070824,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",6,"Friday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-27 00:00:00.000,20070827,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",2,"Monday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-28 00:00:00.000,20070828,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",3,"Tuesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-29 00:00:00.000,20070829,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",4,"Wednesday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-30 00:00:00.000,20070830,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",5,"Thursday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2007-08-31 00:00:00.000,20070831,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",6,"Friday",2008,"FY 2008",1,"Q1",20081,"Q1-2008",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-01 00:00:00.000,20080801,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",6,"Friday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-04 00:00:00.000,20080804,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",2,"Monday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-05 00:00:00.000,20080805,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",3,"Tuesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-06 00:00:00.000,20080806,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",4,"Wednesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-07 00:00:00.000,20080807,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-08 00:00:00.000,20080808,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",6,"Friday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-11 00:00:00.000,20080811,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",2,"Monday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-12 00:00:00.000,20080812,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",3,"Tuesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-13 00:00:00.000,20080813,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",4,"Wednesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-14 00:00:00.000,20080814,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-15 00:00:00.000,20080815,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",6,"Friday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-18 00:00:00.000,20080818,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",2,"Monday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-19 00:00:00.000,20080819,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",3,"Tuesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-20 00:00:00.000,20080820,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",4,"Wednesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-21 00:00:00.000,20080821,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-22 00:00:00.000,20080822,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",6,"Friday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-25 00:00:00.000,20080825,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",2,"Monday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-26 00:00:00.000,20080826,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",3,"Tuesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-27 00:00:00.000,20080827,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",4,"Wednesday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-28 00:00:00.000,20080828,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",5,"Thursday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2008-08-29 00:00:00.000,20080829,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",6,"Friday",2009,"FY 2009",1,"Q1",20091,"Q1-2009",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-03 00:00:00.000,20090803,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",2,"Monday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-04 00:00:00.000,20090804,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",3,"Tuesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-05 00:00:00.000,20090805,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",4,"Wednesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-06 00:00:00.000,20090806,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",5,"Thursday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-07 00:00:00.000,20090807,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",6,"Friday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-10 00:00:00.000,20090810,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",2,"Monday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-11 00:00:00.000,20090811,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",3,"Tuesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-12 00:00:00.000,20090812,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",4,"Wednesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-13 00:00:00.000,20090813,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",5,"Thursday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-14 00:00:00.000,20090814,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",6,"Friday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-17 00:00:00.000,20090817,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",2,"Monday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-18 00:00:00.000,20090818,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",3,"Tuesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-19 00:00:00.000,20090819,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",4,"Wednesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-20 00:00:00.000,20090820,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",5,"Thursday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-21 00:00:00.000,20090821,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",6,"Friday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-24 00:00:00.000,20090824,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",2,"Monday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-25 00:00:00.000,20090825,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",3,"Tuesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-26 00:00:00.000,20090826,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",4,"Wednesday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
2009-08-27 00:00:00.000,20090827,2009,"CY 2009",20093,"Q3-2009",200908,"August 2009",8,"August",5,"Thursday",2010,"FY 2010",1,"Q1",20101,"Q1-2010",2,"August","WorkDay",0,"None","Back to School","Back to School","None"
