ProductKey|ProductAlternateKey|ProductSubcategoryKey|WeightUnitMeasureCode|SizeUnitMeasureCode|EnglishProductName|SpanishProductName|FrenchProductName|StandardCost|FinishedGoodsFlag|Color|SafetyStockLevel|ReorderPoint|ListPrice|Size|SizeRange|Weight|DaysToManufacture|ProductLine|DealerPrice|Class|Style|ModelName|LargePhoto|EnglishDescription|FrenchDescription|ChineseDescription|ArabicDescription|HebrewDescription|ThaiDescription|GermanDescription|JapaneseDescription|TurkishDescription|StartDate|EndDate|Status
83|LE-1200||||External Lock Washer 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
84|LE-1201||||External Lock Washer 9||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
85|LE-1400||||External Lock Washer 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
86|LE-3800||||External Lock Washer 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
87|LE-5160||||External Lock Washer 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
88|LE-6000||||External Lock Washer 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
89|LE-7160||||External Lock Washer 8||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
90|LE-8000||||External Lock Washer 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
91|LI-1000||||Internal Lock Washer 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
92|LI-1200||||Internal Lock Washer 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
93|LI-1201||||Internal Lock Washer 9||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
94|LI-1400||||Internal Lock Washer 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
95|LI-3800||||Internal Lock Washer 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
96|LI-5160||||Internal Lock Washer 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
97|LI-5800||||Internal Lock Washer 10||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
98|LI-6000||||Internal Lock Washer 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
99|LI-7160||||Internal Lock Washer 8||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
100|LI-8000||||Internal Lock Washer 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
101|LJ-1213||||Thin-Jam Lock Nut 9||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
102|LJ-1220||||Thin-Jam Lock Nut 10||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
103|LJ-1420||||Thin-Jam Lock Nut 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
104|LJ-1428||||Thin-Jam Lock Nut 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
105|LJ-3410||||Thin-Jam Lock Nut 15||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
106|LJ-3416||||Thin-Jam Lock Nut 16||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
107|LJ-3816||||Thin-Jam Lock Nut 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
108|LJ-3824||||Thin-Jam Lock Nut 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
109|LJ-5161||||Thin-Jam Lock Nut 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
110|LJ-5162||||Thin-Jam Lock Nut 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
111|LJ-5811||||Thin-Jam Lock Nut 13||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
112|LJ-5818||||Thin-Jam Lock Nut 14||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
113|LJ-7161||||Thin-Jam Lock Nut 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
114|LJ-7162||||Thin-Jam Lock Nut 8||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
115|LJ-9080||||Thin-Jam Lock Nut 12||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
116|LJ-9161||||Thin-Jam Lock Nut 11||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
117|LN-1024||||Lock Nut 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
118|LN-1032||||Lock Nut 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
119|LN-1213||||Lock Nut 16||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
120|LN-1220||||Lock Nut 17||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
121|LN-1224||||Lock Nut 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
122|LN-1420||||Lock Nut 8||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
123|LN-1428||||Lock Nut 9||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
124|LN-3410||||Lock Nut 22||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
125|LN-3416||||Lock Nut 23||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
126|LN-3816||||Lock Nut 12||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
127|LN-3824||||Lock Nut 13||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
128|LN-4400||||Lock Nut 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
129|LN-5161||||Lock Nut 10||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
130|LN-5162||||Lock Nut 11||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
131|LN-5400||||Lock Nut 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
132|LN-5811||||Lock Nut 20||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
133|LN-5818||||Lock Nut 21||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
134|LN-6320||||Lock Nut 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
135|LN-7161||||Lock Nut 14||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
136|LN-7162||||Lock Nut 15||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
137|LN-8320||||Lock Nut 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
138|LN-9080||||Lock Nut 19||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
139|LN-9161||||Lock Nut 18||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
140|LR-2398||||Lock Ring||||0|Silver|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
141|LR-8520||||Lower Head Race||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
142|LW-1000||||Lock Washer 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
143|LW-1200||||Lock Washer 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
144|LW-1201||||Lock Washer 10||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
145|LW-1400||||Lock Washer 6||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
146|LW-3400||||Lock Washer 13||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
147|LW-3800||||Lock Washer 8||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
148|LW-4000||||Lock Washer 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
149|LW-5160||||Lock Washer 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
150|LW-5800||||Lock Washer 12||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
151|LW-6000||||Lock Washer 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
152|LW-7160||||Lock Washer 9||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
153|LW-8000||||Lock Washer 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
154|LW-9160||||Lock Washer 11||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
155|MA-7075||||Metal Angle||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
156|MB-2024||||Metal Bar 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
157|MB-6061||||Metal Bar 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
158|MP-2066||||Metal Plate 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
159|MP-2503||||Metal Plate 1||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
160|MP-4960||||Metal Plate 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
161|MS-0253||||Metal Sheet 2||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
162|MS-1256||||Metal Sheet 3||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
163|MS-1981||||Metal Sheet 7||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
164|MS-2259||||Metal Sheet 4||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
165|MS-2341||||Metal Sheet 5||||0|NA|1000|750|||NA||0||||||0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000||||||||||7/1/2003||Current
